nome,sobrenome,idade,sexo,compra,ano,pagamento
Gabriel,Martins,62,M,3727,2018,dinheiro
Gael,Gomes,18,M,3806,2006,credito
Valentina,Santos,61,F,1303,2014,dinheiro
Helena,Alves,24,F,1692,2012,dinheiro
Heloisa,Ferreira,30,F,8019,2009,debito
Sophia,Ferreira,61,F,2452,2017,debito
Miguel,Maia,28,M,5435,2013,credito
Heitor,Gomes,39,M,6933,2016,credito
Helena,Alves,20,F,3583,2008,credito
Gabriel,Rodrigues,36,M,9466,2017,dinheiro
Helena,Souza,18,F,2919,2005,credito
Sophia,Rodrigues,58,F,8004,2014,dinheiro
Theo,Ferreira,53,M,7529,2006,debito
Gabriel,Martins,52,M,8266,2011,dinheiro
Arthur,Silva,68,M,9331,2010,credito
Davi,Soares,67,M,5344,2011,dinheiro
Gael,Alves,59,M,614,2016,debito
Miguel,Ferreira,39,M,1724,2012,credito
Gabriel,Martins,25,M,8909,2011,dinheiro
Heitor,Maia,59,M,3554,2014,debito
Heitor,Soares,60,M,3749,2020,dinheiro
Bernardo,Alves,44,M,9844,2016,credito
Maria,Santos,33,F,3045,2018,credito
Valentina,Alves,38,F,3551,2005,dinheiro
Samuel,Alves,66,M,9764,2008,dinheiro
Valentina,Santos,35,F,4726,2020,dinheiro
Gael,Gomes,65,M,6910,2013,debito
Arthur,Soares,53,M,7438,2011,credito
Alice,Maia,20,F,2294,2008,credito
Gabriel,Martins,64,M,823,2008,credito
Gael,Maia,68,M,4662,2011,debito
Davi,Alves,55,M,1290,2008,credito
Miguel,Souza,39,M,2771,2005,credito
Sophia,Maia,47,F,923,2010,dinheiro
Miguel,Souza,41,M,8699,2008,credito
Maria,Alves,27,F,1431,2009,dinheiro
Heitor,Alves,35,M,1969,2006,credito
Arthur,Rodrigues,19,M,8054,2020,credito
Heloisa,Gomes,27,F,9395,2015,debito
Arthur,Gomes,55,M,4180,2011,dinheiro
Helena,Alves,32,F,7691,2006,debito
Gabriel,Silva,25,M,1651,2017,dinheiro
Helena,Alves,31,F,3522,2006,debito
Heloisa,Ribeiro,18,F,4998,2011,dinheiro
Helena,Soares,30,F,5569,2012,debito
Heloisa,Santos,70,F,2919,2018,debito
Bernardo,Silva,46,M,5518,2018,credito
Theo,Gomes,54,M,7872,2019,dinheiro
Gael,Ferreira,57,M,2451,2013,dinheiro
Gabriel,Maia,23,M,6390,2013,debito
Heitor,Ribeiro,57,M,9007,2018,credito
Gabriel,Alves,45,M,4041,2020,dinheiro
Miguel,Alves,44,M,2572,2015,credito
Gael,Oliveira,54,M,3827,2005,credito
Sophia,Oliveira,43,F,3141,2017,dinheiro
Theo,Gomes,50,M,2957,2015,credito
Miguel,Alves,57,M,4471,2010,dinheiro
Samuel,Pereira,21,M,7769,2008,debito
Miguel,Alves,48,M,4387,2010,dinheiro
Davi,Pereira,24,M,1725,2016,debito
Gabriel,Alves,38,M,3995,2018,dinheiro
Helena,Ribeiro,55,F,9955,2008,debito
Laura,Ferreira,41,F,9492,2019,credito
Bernardo,Oliveira,59,M,6885,2018,debito
Davi,Soares,62,M,4111,2015,credito
Bernardo,Ribeiro,19,M,9681,2016,credito
Sophia,Silva,39,F,862,2015,credito
Helena,Martins,24,F,3651,2015,dinheiro
Maria,Ribeiro,40,F,8498,2007,debito
Davi,Souza,36,M,7908,2017,credito
Laura,Souza,42,F,2377,2020,dinheiro
Alice,Ferreira,54,F,710,2016,credito
Samuel,Martins,33,M,6346,2019,dinheiro
Heitor,Silva,70,M,9102,2018,credito
Heloisa,Alves,28,F,8696,2017,dinheiro
Samuel,Ribeiro,51,M,8219,2018,credito
Helena,Alves,66,F,3047,2014,debito
Davi,Ferreira,33,M,4952,2014,dinheiro
Sophia,Alves,56,F,9071,2010,credito
Heloisa,Ribeiro,65,F,4373,2019,credito
Arthur,Gomes,53,M,6714,2010,dinheiro
Heloisa,Maia,62,F,6585,2010,credito
Arthur,Ribeiro,66,M,804,2014,dinheiro
Samuel,Rodrigues,55,M,2785,2013,dinheiro
Samuel,Rodrigues,29,M,3412,2015,dinheiro
Davi,Pereira,66,M,6428,2006,dinheiro
Theo,Oliveira,57,M,3183,2005,credito
Gael,Alves,66,M,6597,2005,debito
Miguel,Alves,36,M,2971,2007,debito
Heitor,Santos,30,M,4925,2011,dinheiro
Gael,Alves,30,M,5779,2013,debito
Heloisa,Alves,58,F,1208,2014,credito
Gael,Souza,32,M,7440,2010,debito
Samuel,Santos,59,M,2659,2005,dinheiro
Miguel,Oliveira,30,M,8030,2015,dinheiro
Gabriel,Alves,26,M,6761,2012,dinheiro
Samuel,Silva,20,M,1328,2016,credito
Bernardo,Souza,21,M,9308,2007,debito
Heloisa,Ribeiro,39,F,8225,2017,dinheiro
Alice,Oliveira,66,F,4235,2010,debito
Miguel,Rodrigues,19,M,7929,2019,dinheiro
Laura,Rodrigues,70,F,7161,2008,dinheiro
Heitor,Martins,61,M,8810,2020,credito
Maria,Gomes,29,F,6601,2006,credito
Theo,Gomes,55,M,8719,2007,dinheiro
Valentina,Alves,28,F,7859,2011,debito
Alice,Alves,36,F,8521,2018,debito
Helena,Martins,33,F,1739,2020,debito
Valentina,Oliveira,32,F,889,2011,dinheiro
Theo,Ribeiro,19,M,649,2013,debito
Valentina,Santos,61,F,4465,2017,credito
Arthur,Rodrigues,22,M,1122,2007,credito
Gael,Gomes,20,M,5290,2013,credito
Bernardo,Gomes,58,M,5809,2019,debito
Alice,Oliveira,42,F,1263,2010,debito
Gabriel,Oliveira,18,M,5343,2005,credito
Davi,Ribeiro,51,M,4964,2010,credito
Sophia,Ribeiro,52,F,851,2008,dinheiro
Samuel,Silva,38,M,5290,2009,dinheiro
Alice,Soares,19,F,6773,2020,debito
Maria,Maia,31,F,1498,2007,debito
Theo,Pereira,29,M,1421,2010,debito
Bernardo,Maia,40,M,5642,2005,credito
Gael,Soares,31,M,2939,2011,dinheiro
Gael,Ferreira,51,M,6075,2015,credito
Davi,Santos,53,M,1662,2018,credito
Miguel,Silva,34,M,6281,2007,credito
Arthur,Soares,66,M,3411,2005,credito
Helena,Silva,60,F,4187,2009,debito
Helena,Soares,27,F,8860,2018,debito
Helena,Maia,26,F,1312,2019,dinheiro
Samuel,Souza,35,M,6380,2020,credito
Heitor,Maia,26,M,5882,2007,debito
Davi,Santos,65,M,6799,2015,dinheiro
Gabriel,Rodrigues,24,M,3875,2007,debito
Helena,Ferreira,38,F,4187,2006,credito
Helena,Ribeiro,59,F,2327,2017,dinheiro
Davi,Maia,41,M,1275,2020,debito
Maria,Oliveira,45,F,3634,2019,dinheiro
Davi,Souza,55,M,5782,2009,credito
Heloisa,Alves,38,F,7730,2011,dinheiro
Theo,Maia,69,M,1091,2012,dinheiro
Theo,Alves,38,M,6293,2016,debito
Arthur,Silva,19,M,2236,2010,dinheiro
Heloisa,Ferreira,60,F,1985,2008,credito
Samuel,Santos,18,M,4277,2020,credito
Alice,Silva,63,F,1150,2008,credito
Arthur,Ferreira,21,M,8582,2013,dinheiro
Gabriel,Santos,28,M,8429,2008,debito
Davi,Soares,64,M,6570,2013,debito
Arthur,Maia,47,M,5669,2008,debito
Maria,Rodrigues,63,F,2821,2007,dinheiro
Gabriel,Alves,42,M,953,2018,dinheiro
Alice,Alves,57,F,1320,2015,credito
Maria,Silva,38,F,1952,2007,dinheiro
Maria,Rodrigues,37,F,7437,2007,debito
Miguel,Rodrigues,38,M,2127,2017,credito
Valentina,Ribeiro,19,F,6451,2015,credito
Miguel,Alves,35,M,8170,2008,dinheiro
Arthur,Rodrigues,48,M,5264,2015,dinheiro
Sophia,Soares,69,F,7115,2012,dinheiro
Maria,Pereira,61,F,7665,2005,dinheiro
Heloisa,Gomes,65,F,9397,2006,dinheiro
Gabriel,Gomes,31,M,6010,2019,dinheiro
Heloisa,Santos,28,F,4690,2010,debito
Bernardo,Souza,66,M,1729,2009,dinheiro
Gabriel,Oliveira,47,M,877,2008,debito
Samuel,Gomes,53,M,2918,2016,debito
Samuel,Oliveira,57,M,7847,2016,credito
Laura,Santos,37,F,6955,2010,credito
Valentina,Maia,44,F,8102,2009,credito
Samuel,Silva,50,M,1056,2015,debito
Bernardo,Souza,22,M,5134,2010,dinheiro
Valentina,Martins,40,F,2047,2005,debito
Davi,Ribeiro,25,M,9310,2020,dinheiro
Sophia,Ferreira,48,F,4243,2008,credito
Theo,Santos,28,M,1795,2005,dinheiro
Heitor,Alves,32,M,6538,2020,debito
Heitor,Martins,25,M,7707,2019,debito
Arthur,Martins,41,M,2150,2017,dinheiro
Heitor,Soares,38,M,7121,2007,credito
Sophia,Oliveira,28,F,3171,2007,debito
Bernardo,Oliveira,25,M,3791,2020,credito
Heitor,Soares,24,M,9312,2005,credito
Helena,Maia,32,F,4803,2012,dinheiro
Theo,Alves,33,M,6846,2018,credito
Gabriel,Oliveira,23,M,1410,2011,debito
Arthur,Souza,43,M,2214,2015,debito
Alice,Alves,19,F,5514,2015,credito
Heitor,Rodrigues,59,M,6898,2016,dinheiro
Davi,Santos,24,M,8778,2008,debito
Alice,Santos,47,F,3723,2017,debito
Valentina,Maia,30,F,7810,2012,debito
Heloisa,Rodrigues,24,F,2332,2013,debito
Heitor,Ferreira,27,M,9200,2010,dinheiro
Heitor,Alves,67,M,7850,2011,credito
Theo,Ribeiro,23,M,4472,2020,credito
Heloisa,Silva,31,F,6083,2007,credito
Heitor,Oliveira,26,M,6320,2018,credito
Gael,Alves,66,M,8241,2011,credito
Laura,Alves,41,F,7440,2017,dinheiro
Laura,Soares,27,F,9576,2016,debito
Bernardo,Ribeiro,24,M,1206,2010,credito
Bernardo,Oliveira,22,M,9117,2016,credito
Miguel,Gomes,51,M,2049,2009,debito
Arthur,Maia,59,M,9206,2011,dinheiro
Miguel,Alves,35,M,967,2017,dinheiro
Heitor,Ribeiro,18,M,2965,2019,debito
Davi,Pereira,37,M,7935,2017,dinheiro
Theo,Santos,63,M,4374,2007,debito
Sophia,Gomes,70,F,1529,2019,dinheiro
Samuel,Souza,55,M,4532,2020,dinheiro
Heitor,Rodrigues,68,M,795,2007,debito
Sophia,Alves,52,F,5537,2020,dinheiro
Sophia,Martins,39,F,1425,2012,credito
Gabriel,Gomes,46,M,982,2011,credito
Maria,Ribeiro,64,F,3387,2015,dinheiro
Gael,Rodrigues,59,M,5178,2006,credito
Davi,Pereira,23,M,9029,2016,dinheiro
Maria,Alves,56,F,504,2015,credito
Helena,Alves,56,F,6580,2007,debito
Gael,Rodrigues,64,M,5457,2017,debito
Sophia,Martins,19,F,2570,2016,credito
Maria,Santos,46,F,1146,2015,debito
Miguel,Gomes,35,M,1951,2020,credito
Alice,Rodrigues,69,F,1457,2016,debito
Helena,Soares,26,F,1899,2015,dinheiro
Sophia,Souza,69,F,6430,2008,debito
Helena,Souza,34,F,6003,2019,dinheiro
Bernardo,Silva,37,M,4321,2016,debito
Bernardo,Gomes,53,M,4108,2005,credito
Samuel,Ferreira,51,M,2172,2011,credito
Miguel,Ribeiro,34,M,650,2010,credito
Bernardo,Ribeiro,28,M,2295,2013,credito
Valentina,Ribeiro,58,F,5383,2008,credito
Alice,Ribeiro,56,F,9080,2012,dinheiro
Miguel,Maia,25,M,2284,2011,dinheiro
Theo,Pereira,58,M,6355,2009,debito
Davi,Silva,19,M,1325,2010,credito
Samuel,Ribeiro,46,M,7838,2016,dinheiro
Valentina,Ribeiro,20,F,9122,2008,credito
Valentina,Alves,34,F,7330,2016,dinheiro
Samuel,Alves,31,M,2338,2017,dinheiro
Gael,Santos,61,M,5695,2016,debito
Theo,Alves,36,M,818,2011,credito
Helena,Souza,25,F,2581,2018,debito
Gabriel,Martins,52,M,6767,2019,dinheiro
Laura,Alves,66,F,7423,2012,dinheiro
Maria,Souza,42,F,4905,2020,credito
Gabriel,Gomes,43,M,7709,2009,credito
Davi,Ferreira,56,M,6008,2006,dinheiro
Alice,Alves,31,F,2260,2005,dinheiro
Helena,Oliveira,51,F,2332,2006,debito
Miguel,Alves,40,M,8380,2008,credito
Laura,Soares,67,F,1200,2005,credito
Bernardo,Soares,32,M,2592,2018,credito
Laura,Santos,62,F,8546,2017,credito
Theo,Gomes,31,M,9571,2010,debito
Maria,Martins,68,F,6103,2005,dinheiro
Samuel,Alves,70,M,6815,2018,debito
Gael,Silva,25,M,5268,2008,credito
Sophia,Gomes,69,F,2593,2014,debito
Gael,Ferreira,27,M,2252,2006,dinheiro
Miguel,Oliveira,59,M,1831,2013,debito
Alice,Gomes,41,F,9678,2020,debito
Valentina,Souza,56,F,4947,2020,debito
Laura,Santos,29,F,5321,2013,credito
Arthur,Silva,51,M,5114,2006,credito
Heloisa,Alves,64,F,3018,2020,dinheiro
Sophia,Souza,21,F,855,2017,dinheiro
Laura,Oliveira,32,F,6413,2018,credito
Miguel,Rodrigues,40,M,1452,2007,credito
Samuel,Rodrigues,41,M,7393,2006,dinheiro
Theo,Rodrigues,24,M,9112,2013,debito
Samuel,Maia,43,M,8998,2007,debito
Samuel,Souza,32,M,7555,2012,dinheiro
Heitor,Alves,20,M,6502,2007,credito
Heitor,Silva,43,M,2691,2011,dinheiro
Bernardo,Oliveira,63,M,8975,2005,dinheiro
Laura,Ribeiro,34,F,8155,2012,dinheiro
Arthur,Martins,44,M,7613,2018,dinheiro
Arthur,Maia,64,M,8932,2015,credito
Samuel,Alves,67,M,8776,2014,credito
Gabriel,Ferreira,31,M,4299,2006,dinheiro
Gabriel,Alves,22,M,7978,2011,credito
Helena,Oliveira,51,F,1802,2016,debito
Alice,Santos,31,F,1846,2019,credito
Alice,Maia,34,F,946,2005,credito
Alice,Rodrigues,32,F,8192,2016,credito
Davi,Silva,39,M,4128,2012,credito
Theo,Ribeiro,45,M,1522,2014,credito
Sophia,Rodrigues,20,F,4818,2013,credito
Theo,Pereira,38,M,4971,2018,dinheiro
Heitor,Oliveira,42,M,2561,2020,debito
Laura,Ribeiro,26,F,7255,2005,dinheiro
Miguel,Rodrigues,57,M,8766,2020,credito
Gael,Alves,51,M,1548,2005,credito
Alice,Rodrigues,59,F,2828,2010,dinheiro
Sophia,Rodrigues,47,F,7303,2008,dinheiro
Helena,Santos,58,F,8324,2007,credito
Valentina,Rodrigues,39,F,5502,2015,credito
Gabriel,Gomes,28,M,9903,2014,dinheiro
Alice,Silva,50,F,2359,2012,dinheiro
Heitor,Ferreira,50,M,6985,2020,dinheiro
Maria,Santos,32,F,7078,2017,dinheiro
Alice,Souza,62,F,911,2006,debito
Valentina,Ferreira,27,F,7090,2019,credito
Miguel,Soares,60,M,8271,2014,debito
Heloisa,Alves,33,F,5259,2020,credito
Davi,Soares,21,M,1504,2020,credito
Davi,Maia,36,M,8630,2013,credito
Arthur,Rodrigues,29,M,6061,2007,dinheiro
Gael,Silva,25,M,4090,2005,dinheiro
Maria,Alves,62,F,1915,2014,debito
Heloisa,Santos,57,F,7701,2010,dinheiro
Laura,Pereira,31,F,1212,2011,credito
Bernardo,Martins,37,M,7304,2009,debito
Miguel,Gomes,65,M,9486,2017,credito
Gael,Ferreira,27,M,3599,2015,credito
Sophia,Rodrigues,25,F,8717,2011,credito
Samuel,Soares,40,M,5467,2007,debito
Valentina,Oliveira,64,F,5228,2019,credito
Gabriel,Santos,18,M,9270,2010,debito
Samuel,Alves,60,M,682,2016,dinheiro
Davi,Santos,28,M,7759,2019,dinheiro
Miguel,Oliveira,31,M,7420,2020,dinheiro
Heitor,Gomes,63,M,1366,2018,credito
Arthur,Maia,35,M,9975,2009,credito
Laura,Souza,54,F,8500,2014,dinheiro
Davi,Pereira,60,M,3133,2013,debito
Bernardo,Souza,36,M,7077,2013,dinheiro
Arthur,Soares,40,M,1971,2005,dinheiro
Heloisa,Oliveira,24,F,512,2020,credito
Alice,Soares,20,F,7838,2019,debito
Heloisa,Rodrigues,36,F,6744,2011,credito
Heloisa,Oliveira,28,F,1656,2007,credito
Arthur,Ferreira,44,M,5923,2008,credito
Alice,Gomes,63,F,8247,2008,dinheiro
Valentina,Silva,45,F,2324,2020,credito
Bernardo,Ferreira,53,M,8895,2020,credito
Laura,Alves,18,F,586,2006,dinheiro
Arthur,Santos,21,M,4769,2007,dinheiro
Davi,Soares,45,M,2039,2019,credito
Arthur,Rodrigues,58,M,9573,2014,credito
Miguel,Oliveira,57,M,5493,2014,credito
Sophia,Alves,69,F,8340,2010,credito
Gael,Martins,22,M,1165,2006,debito
Arthur,Alves,33,M,1235,2013,dinheiro
Arthur,Rodrigues,36,M,553,2014,debito
Gabriel,Gomes,68,M,7973,2007,credito
Samuel,Ribeiro,30,M,7231,2019,credito
Heloisa,Alves,64,F,5278,2009,dinheiro
Theo,Ferreira,52,M,634,2010,debito
Alice,Souza,44,F,4161,2008,credito
Theo,Souza,58,M,5164,2016,debito
Theo,Pereira,45,M,6072,2010,credito
Gabriel,Pereira,29,M,3194,2007,credito
Samuel,Ferreira,33,M,9503,2006,dinheiro
Arthur,Oliveira,18,M,7945,2005,debito
Helena,Santos,32,F,1865,2007,credito
Heloisa,Alves,56,F,515,2017,dinheiro
Gael,Santos,43,M,9678,2013,debito
Samuel,Ribeiro,37,M,502,2012,debito
Arthur,Alves,28,M,5712,2014,credito
Heloisa,Pereira,42,F,5138,2014,credito
Theo,Souza,60,M,4196,2008,dinheiro
Miguel,Pereira,24,M,4533,2013,debito
Samuel,Gomes,68,M,5243,2006,dinheiro
Samuel,Santos,23,M,830,2016,debito
Theo,Maia,43,M,9025,2013,dinheiro
Davi,Oliveira,31,M,5612,2017,credito
Bernardo,Souza,19,M,1924,2020,credito
Arthur,Soares,48,M,925,2008,credito
Miguel,Gomes,34,M,2474,2013,dinheiro
Gael,Gomes,55,M,3126,2009,credito
Heloisa,Ferreira,19,F,3974,2006,dinheiro
Alice,Gomes,62,F,4206,2007,dinheiro
Miguel,Silva,36,M,5170,2010,dinheiro
Davi,Souza,47,M,7628,2010,debito
Sophia,Ribeiro,20,F,6265,2005,debito
Sophia,Souza,41,F,1709,2016,dinheiro
Gael,Ribeiro,22,M,6194,2007,credito
Maria,Oliveira,56,F,642,2011,credito
Heloisa,Rodrigues,65,F,8600,2019,debito
Helena,Silva,19,F,2668,2016,debito
Heloisa,Pereira,57,F,3986,2009,debito
Heitor,Oliveira,37,M,9162,2020,credito
Heitor,Pereira,53,M,3195,2005,debito
Davi,Soares,41,M,9209,2018,debito
Helena,Ribeiro,61,F,5166,2016,credito
Gael,Ribeiro,53,M,2632,2008,dinheiro
Theo,Santos,26,M,6795,2008,dinheiro
Heloisa,Ribeiro,66,F,2971,2013,dinheiro
Alice,Martins,32,F,524,2014,credito
Heitor,Gomes,28,M,4314,2013,credito
Gael,Souza,44,M,2787,2013,credito
Alice,Maia,34,F,9904,2009,credito
Samuel,Martins,20,M,4810,2019,credito
Bernardo,Souza,24,M,8247,2014,dinheiro
Gabriel,Alves,68,M,5606,2010,dinheiro
Maria,Maia,46,F,7367,2017,debito
Bernardo,Ferreira,70,M,5490,2005,dinheiro
Sophia,Souza,56,F,747,2020,debito
Samuel,Pereira,61,M,2594,2010,credito
Helena,Alves,54,F,3259,2007,dinheiro
Laura,Silva,65,F,2036,2013,dinheiro
Gabriel,Martins,49,M,5415,2019,debito
Maria,Ferreira,47,F,4752,2011,credito
Theo,Silva,57,M,4930,2018,credito
Gabriel,Souza,33,M,9843,2011,dinheiro
Maria,Martins,51,F,1250,2017,debito
Valentina,Oliveira,54,F,689,2010,debito
Miguel,Oliveira,69,M,3996,2010,dinheiro
Samuel,Santos,47,M,2769,2016,credito
Helena,Maia,70,F,792,2009,credito
Samuel,Alves,38,M,8084,2009,dinheiro
Theo,Alves,37,M,4924,2009,dinheiro
Miguel,Martins,34,M,8980,2012,debito
Laura,Gomes,23,F,4213,2014,debito
Bernardo,Pereira,60,M,9983,2012,debito
Miguel,Souza,55,M,3757,2012,credito
Miguel,Gomes,22,M,3160,2020,credito
Laura,Oliveira,57,F,1787,2009,debito
Miguel,Ribeiro,44,M,9420,2018,dinheiro
Laura,Rodrigues,54,F,8875,2007,dinheiro
Laura,Rodrigues,52,F,5759,2019,debito
Samuel,Rodrigues,41,M,1762,2005,debito
Theo,Soares,60,M,2210,2007,dinheiro
Arthur,Rodrigues,24,M,3850,2005,credito
Valentina,Alves,60,F,6131,2019,debito
Arthur,Alves,42,M,9034,2013,debito
Alice,Gomes,66,F,6993,2016,dinheiro
Davi,Alves,64,M,7780,2012,debito
Samuel,Rodrigues,32,M,1805,2006,dinheiro
Maria,Alves,36,F,2273,2006,debito
Laura,Gomes,49,F,3309,2020,dinheiro
Helena,Silva,38,F,4090,2017,debito
Miguel,Alves,64,M,4079,2009,credito
Bernardo,Pereira,43,M,4551,2018,debito
Miguel,Gomes,37,M,8120,2020,debito
Miguel,Soares,55,M,6058,2010,credito
Samuel,Souza,28,M,7921,2006,debito
Gael,Santos,62,M,9903,2016,dinheiro
Valentina,Rodrigues,42,F,6158,2012,dinheiro
Alice,Silva,29,F,2788,2017,credito
Miguel,Martins,40,M,5278,2015,debito
Valentina,Alves,62,F,7544,2009,debito
Sophia,Ferreira,57,F,1299,2016,credito
Alice,Ferreira,33,F,3790,2005,debito
Alice,Ribeiro,70,F,6356,2018,credito
Arthur,Oliveira,53,M,2705,2011,dinheiro
Heitor,Rodrigues,24,M,5230,2019,dinheiro
Arthur,Alves,36,M,5285,2006,dinheiro
Arthur,Alves,28,M,2488,2005,dinheiro
Arthur,Ferreira,24,M,6789,2016,credito
Heitor,Gomes,61,M,3520,2011,debito
Theo,Maia,58,M,2575,2013,credito
Maria,Alves,36,F,8656,2010,dinheiro
Alice,Ferreira,67,F,5634,2015,dinheiro
Laura,Alves,62,F,4490,2016,credito
Arthur,Silva,70,M,6299,2006,debito
Laura,Martins,28,F,3578,2012,credito
Arthur,Souza,39,M,7139,2011,credito
Valentina,Oliveira,38,F,9623,2008,debito
Bernardo,Martins,49,M,6475,2006,credito
Helena,Ribeiro,45,F,540,2011,credito
Heitor,Alves,30,M,2448,2007,credito
Heloisa,Pereira,65,F,6142,2009,debito
Laura,Ferreira,32,F,9487,2013,debito
Valentina,Ribeiro,21,F,3585,2018,dinheiro
Maria,Pereira,50,F,2060,2012,dinheiro
Miguel,Maia,51,M,2814,2019,debito
Valentina,Rodrigues,21,F,7201,2016,credito
Alice,Souza,35,F,2948,2019,debito
Heloisa,Pereira,46,F,2607,2012,credito
Theo,Souza,33,M,4940,2006,credito
Arthur,Santos,62,M,6372,2012,credito
Helena,Souza,42,F,6092,2018,credito
Gael,Alves,40,M,1007,2009,credito
Arthur,Pereira,54,M,2568,2007,dinheiro
Samuel,Pereira,31,M,8463,2009,credito
Theo,Ribeiro,37,M,6861,2019,debito
Heloisa,Gomes,26,F,3781,2020,dinheiro
Gael,Gomes,51,M,1010,2006,dinheiro
Samuel,Alves,68,M,4331,2013,debito
Theo,Pereira,66,M,9590,2013,credito
Valentina,Alves,49,F,9230,2011,credito
Samuel,Alves,49,M,5435,2006,debito
Gabriel,Oliveira,69,M,1738,2015,dinheiro
Maria,Alves,45,F,9082,2018,dinheiro
Miguel,Maia,67,M,997,2012,debito
Helena,Maia,37,F,1552,2017,credito
Alice,Soares,51,F,1934,2019,dinheiro
Theo,Martins,20,M,7803,2008,dinheiro
Sophia,Gomes,66,F,9215,2015,debito
Theo,Souza,43,M,3394,2013,dinheiro
Miguel,Alves,59,M,4191,2005,dinheiro
Maria,Alves,59,F,8120,2019,debito
Bernardo,Silva,30,M,986,2007,credito
Miguel,Rodrigues,70,M,3467,2019,debito
Heloisa,Soares,52,F,9827,2017,dinheiro
Heloisa,Soares,63,F,9561,2019,credito
Miguel,Martins,42,M,9232,2016,credito
Gabriel,Soares,30,M,8153,2009,dinheiro
Maria,Ribeiro,44,F,4999,2015,debito
Maria,Martins,66,F,4045,2011,credito
Samuel,Ferreira,67,M,558,2014,debito
Sophia,Oliveira,57,F,7479,2014,debito
Valentina,Gomes,42,F,9399,2005,credito
Valentina,Alves,28,F,1631,2010,credito
Heloisa,Oliveira,30,F,7319,2007,debito
Heloisa,Souza,54,F,7628,2015,credito
Heitor,Pereira,54,M,1996,2012,dinheiro
Alice,Soares,59,F,1563,2005,credito
Alice,Ribeiro,32,F,1304,2007,credito
Davi,Oliveira,64,M,3232,2012,debito
Arthur,Martins,30,M,1947,2008,credito
Miguel,Silva,67,M,4453,2008,dinheiro
Bernardo,Ferreira,47,M,8395,2012,credito
Heloisa,Soares,22,F,1057,2005,dinheiro
Bernardo,Oliveira,44,M,2553,2012,debito
Theo,Alves,34,M,9868,2014,credito
Valentina,Silva,66,F,3566,2014,dinheiro
Helena,Gomes,53,F,9776,2015,credito
Gael,Souza,39,M,1342,2010,debito
Gabriel,Martins,32,M,6295,2019,debito
Davi,Souza,43,M,5138,2015,credito
Theo,Souza,70,M,7422,2013,dinheiro
Bernardo,Ribeiro,45,M,5575,2009,credito
Alice,Maia,36,F,7347,2006,debito
Bernardo,Maia,33,M,9808,2006,dinheiro
Gael,Souza,38,M,5339,2013,dinheiro
Arthur,Alves,56,M,9266,2014,dinheiro
Theo,Silva,61,M,8869,2013,dinheiro
Heitor,Oliveira,63,M,1268,2012,credito
Valentina,Martins,31,F,3140,2010,debito
Heloisa,Maia,37,F,2415,2013,debito
Alice,Pereira,30,F,6838,2017,debito
Alice,Pereira,19,F,6481,2017,debito
Helena,Gomes,47,F,9683,2010,debito
Samuel,Souza,37,M,7194,2009,debito
Samuel,Soares,21,M,9307,2006,dinheiro
Alice,Silva,46,F,3994,2008,credito
Samuel,Martins,38,M,8262,2013,dinheiro
Laura,Ferreira,55,F,4946,2009,credito
Heloisa,Santos,46,F,4684,2011,debito
Bernardo,Oliveira,37,M,4123,2011,credito
Arthur,Martins,31,M,9656,2020,debito
Bernardo,Alves,32,M,3358,2010,credito
Heloisa,Soares,57,F,3616,2019,dinheiro
Heitor,Gomes,31,M,8005,2011,credito
Bernardo,Silva,23,M,5788,2012,dinheiro
Gael,Maia,21,M,2062,2008,dinheiro
Maria,Ferreira,62,F,1508,2019,debito
Gabriel,Alves,34,M,6277,2010,dinheiro
Arthur,Rodrigues,19,M,5182,2007,debito
Gael,Maia,32,M,1349,2011,credito
Miguel,Souza,56,M,1366,2006,credito
Gael,Alves,57,M,1127,2015,dinheiro
Bernardo,Maia,33,M,2237,2007,dinheiro
Alice,Martins,52,F,959,2019,credito
Heitor,Souza,53,M,1173,2014,debito
Gael,Alves,20,M,2579,2005,dinheiro
Samuel,Alves,32,M,6040,2016,debito
Davi,Pereira,19,M,5455,2014,debito
Theo,Martins,42,M,2691,2006,debito
Miguel,Pereira,25,M,5635,2019,credito
Sophia,Pereira,64,F,622,2011,debito
Maria,Gomes,52,F,4481,2020,dinheiro
Alice,Maia,36,F,576,2013,credito
Heloisa,Martins,55,F,4496,2006,dinheiro
Sophia,Gomes,59,F,4461,2020,dinheiro
Maria,Oliveira,59,F,5668,2016,credito
Gabriel,Soares,54,M,4943,2007,dinheiro
Alice,Oliveira,43,F,6064,2014,credito
Sophia,Rodrigues,59,F,3186,2019,dinheiro
Miguel,Souza,52,M,2233,2018,dinheiro
Valentina,Pereira,37,F,8241,2019,debito
Theo,Maia,22,M,7056,2005,debito
Samuel,Ribeiro,63,M,4869,2018,credito
Samuel,Maia,36,M,6602,2019,dinheiro
Sophia,Soares,67,F,6843,2012,dinheiro
Alice,Soares,36,F,1116,2014,credito
Bernardo,Ferreira,49,M,3941,2017,dinheiro
Gael,Gomes,69,M,7134,2019,dinheiro
Helena,Alves,48,F,5187,2015,credito
Heloisa,Rodrigues,21,F,6634,2009,credito
Heloisa,Santos,57,F,8368,2010,dinheiro
Theo,Rodrigues,68,M,9922,2006,dinheiro
Heloisa,Silva,53,F,6177,2014,credito
Gabriel,Ribeiro,50,M,4355,2020,debito
